"subject","block","trial","rsi","blocktime","rt","transcode","current","other","block_c","difference"
"1",1,43,1100,235.416,1341,1,"0","1",-5,0
"1",1,44,1100,235.416,560,1,"1","0",-5,1
"1",1,45,1100,235.416,1316,0,"1","0",-5,0
"1",1,46,1100,235.416,816,1,"1","0",-5,1
"1",1,47,1100,235.416,1129,0,"1","0",-5,0
"1",1,48,1100,235.416,541,1,"0","1",-5,1
"1",1,49,1100,235.416,1785,0,"0","1",-5,0
"1",1,50,1100,235.416,698,1,"1","1",-5,2
"1",1,51,1100,235.416,968,0,"0","0",-5,-2
"1",1,52,1100,235.416,802,0,"0","0",-5,-2
"1",1,53,1100,235.416,1100,1,"1","1",-5,0
"1",1,54,1100,235.416,1225,1,"0","0",-5,0
"1",1,55,1100,235.416,961,1,"1","1",-5,2
"1",1,56,1100,235.416,772,0,"0","0",-5,-2
"1",1,57,1100,235.416,2087,0,"1","1",-5,0
"1",1,58,1100,235.416,1243,1,"1","1",-5,2
"1",1,59,1100,235.416,1195,0,"0","0",-5,-2
"1",1,60,1100,235.416,620,0,"1","0",-5,-1
"1",1,63,1100,235.416,1801,1,"0","1",-5,0
"1",1,64,1100,235.416,1370,0,"0","0",-5,0
"1",1,65,1100,235.416,756,1,"1","1",-5,2
"1",1,66,1100,235.416,1200,0,"1","0",-5,-1
"1",1,67,1100,235.416,897,0,"0","1",-5,0
"1",1,68,1100,235.416,1142,1,"0","1",-5,1
"1",1,69,1100,235.416,1370,0,"0","1",-5,0
"1",1,70,1100,235.416,644,1,"1","1",-5,2
"1",1,71,1100,235.416,956,0,"0","0",-5,-2
"1",1,72,1100,235.416,1078,0,"0","0",-5,-2
"1",1,73,1100,235.416,1501,0,"1","1",-5,0
"1",1,74,1100,235.416,586,1,"0","1",-5,1
"1",1,75,1100,235.416,804,0,"0","1",-5,0
"1",1,76,1100,235.416,1309,1,"1","1",-5,2
"1",1,77,1100,235.416,5178,0,"0","0",-5,-2
"1",1,78,1100,235.416,585,0,"0","1",-5,-1
"1",1,79,1100,235.416,811,0,"1","0",-5,0
"1",1,80,1100,235.416,2788,1,"1","0",-5,1
"1",1,81,1100,235.416,693,0,"1","0",-5,0
"1",1,82,1100,235.416,1003,0,"0","0",-5,0
"1",1,83,1100,235.416,668,1,"1","1",-5,2
"1",1,84,1100,235.416,435,0,"1","1",-5,0
"1",1,85,1100,235.416,458,0,"0","0",-5,0
"1",1,86,1100,235.416,482,1,"0","1",-5,1
"1",1,87,1100,235.416,1417,0,"0","1",-5,0
"1",1,88,1100,235.416,1041,1,"1","1",-5,2
"1",1,89,1100,235.416,601,0,"0","0",-5,-2
"1",1,90,1100,235.416,370,0,"0","0",-5,-2
"1",1,91,1100,235.416,1701,1,"1","1",-5,0
"1",1,92,1100,235.416,1626,1,"1","1",-5,2
"1",1,93,1100,235.416,906,0,"0","0",-5,-2
"1",1,94,1100,235.416,895,0,"1","0",-5,-1
"1",1,95,1100,235.416,445,0,"0","1",-5,0
"1",1,96,1100,235.416,878,0,"0","0",-5,0
"1",1,97,1100,235.416,708,1,"1","1",-5,2
"1",1,98,1100,235.416,1106,0,"0","0",-5,-2
"1",1,99,1100,235.416,543,0,"1","1",-5,0
"1",1,100,1100,235.416,563,1,"1","0",-5,1
"1",1,101,1100,235.416,797,0,"1","0",-5,0
"1",1,102,1100,235.416,1135,1,"0","0",-5,0
"1",1,103,1100,235.416,891,1,"1","1",-5,2
"1",1,104,1100,235.416,441,0,"0","1",-5,-1
"1",1,105,1100,235.416,673,0,"1","0",-5,0
"1",1,106,1100,235.416,1120,1,"1","1",-5,2
"1",1,107,1100,235.416,732,0,"0","0",-5,-2
"1",1,108,1100,235.416,417,0,"1","0",-5,-1
"1",1,109,1100,235.416,1234,0,"0","1",-5,0
"1",1,110,1100,235.416,537,1,"1","1",-5,2
"1",1,111,1100,235.416,406,0,"0","0",-5,-2
"1",2,2,1100,199.031,932,1,"1","0",-4,1
"1",2,3,1100,199.031,840,0,"0","1",-4,0
"1",2,4,1100,199.031,2288,1,"1","0",-4,1
"1",2,5,1100,199.031,701,0,"0","0",-4,-1
"1",2,6,1100,199.031,1035,1,"1","1",-4,1
"1",2,7,1100,199.031,682,0,"1","0",-4,0
"1",2,8,1100,199.031,1017,1,"0","1",-4,1
"1",2,9,1100,199.031,433,0,"0","0",-4,-1
"1",2,10,1100,199.031,522,1,"1","1",-4,1
"1",2,11,1100,199.031,1182,0,"0","1",-4,0
"1",2,12,1100,199.031,967,1,"1","0",-4,1
"1",2,13,1100,199.031,602,1,"1","1",-4,1
"1",2,14,1100,199.031,572,0,"0","0",-4,-1
"1",2,15,1100,199.031,487,1,"1","1",-4,1
"1",2,16,1100,199.031,581,0,"0","0",-4,-1
"1",2,17,1100,199.031,663,0,"0","1",-4,0
"1",2,18,1100,199.031,1062,1,"1","0",-4,1
"1",2,19,1100,199.031,1437,0,"0","0",-4,-1
"1",2,20,1100,199.031,1133,1,"1","1",-4,1
"1",2,21,1100,199.031,2961,1,"1","1",-4,1
"1",2,22,1100,199.031,1242,0,"0","0",-4,-1
"1",2,23,1100,199.031,850,0,"0","0",-4,-1
"1",2,24,1100,199.031,1161,1,"1","1",-4,1
"1",2,25,1100,199.031,3043,0,"0","1",-4,0
"1",2,26,1100,199.031,1521,1,"1","0",-4,1
"1",2,27,1100,199.031,981,0,"0","0",-4,-1
"1",2,28,1100,199.031,3495,1,"1","1",-4,1
"1",2,29,1100,199.031,826,0,"1","0",-4,0
"1",2,30,1100,199.031,963,1,"0","1",-4,1
"1",2,31,1100,199.031,1814,1,"1","1",-4,1
"1",2,32,1100,199.031,445,0,"0","0",-4,-1
"1",2,33,1100,199.031,478,0,"1","0",-4,0
"1",2,34,1100,199.031,1429,1,"0","1",-4,1
"1",2,35,1100,199.031,573,1,"1","1",-4,1
"1",2,36,1100,199.031,504,0,"0","0",-4,-1
"1",2,37,1100,199.031,926,1,"1","1",-4,1
"1",2,38,1100,199.031,506,0,"0","0",-4,-1
"1",2,39,1100,199.031,903,0,"0","0",-4,-1
"1",2,40,1100,199.031,1220,1,"1","1",-4,1
"1",2,41,1100,199.031,1133,1,"1","1",-4,1
"1",2,44,1100,199.031,2764,0,"0","0",-4,-1
"1",2,45,1100,199.031,1782,1,"1","1",-4,1
"1",2,46,1100,199.031,1671,0,"0","0",-4,-1
"1",2,47,1100,199.031,1285,0,"1","0",-4,0
"1",2,48,1100,199.031,858,1,"0","1",-4,1
"1",2,49,1100,199.031,2314,0,"0","1",-4,0
"1",2,50,1100,199.031,950,1,"1","0",-4,1
"1",2,51,1100,199.031,520,1,"0","1",-4,0
"1",2,52,1100,199.031,1165,1,"0","1",-4,1
"1",2,53,1100,199.031,1023,0,"0","0",-4,-1
"1",2,54,1100,199.031,824,1,"1","1",-4,1
"1",2,55,1100,199.031,465,0,"0","1",-4,0
"1",2,56,1100,199.031,576,1,"1","0",-4,1
"1",2,57,1100,199.031,1403,0,"0","0",-4,-1
"1",2,58,1100,199.031,644,1,"1","1",-4,1
"1",2,59,1100,199.031,692,0,"0","0",-4,-1
"1",2,60,1100,199.031,914,1,"1","1",-4,1
"1",2,61,1100,199.031,679,0,"0","0",-4,-1
"1",2,62,1100,199.031,414,1,"1","1",-4,1
"1",2,63,1100,199.031,1567,1,"1","1",-4,1
"1",2,64,1100,199.031,873,0,"0","0",-4,-1
"1",2,65,1100,199.031,503,1,"0","1",-4,0
"1",2,66,1100,199.031,2013,1,"0","1",-4,1
"1",2,67,1100,199.031,636,0,"1","0",-4,0
"1",2,68,1100,199.031,1045,1,"0","1",-4,1
"1",2,71,1100,199.031,474,0,"0","1",-4,0
"1",2,72,1100,199.031,417,1,"1","0",-4,1
"1",2,73,1100,199.031,1258,0,"1","0",-4,0
"1",2,74,1100,199.031,1873,1,"0","1",-4,1
"1",2,75,1100,199.031,879,0,"0","0",-4,-1
"1",2,76,1100,199.031,2629,1,"1","1",-4,1
"1",2,77,1100,199.031,1460,1,"1","1",-4,1
"1",2,78,1100,199.031,483,0,"0","0",-4,-1
"1",2,79,1100,199.031,489,0,"1","0",-4,0
"1",2,80,1100,199.031,959,1,"0","1",-4,1
"1",2,81,1100,199.031,930,0,"0","0",-4,-1
"1",2,82,1100,199.031,582,1,"1","1",-4,1
"1",2,83,1100,199.031,416,0,"1","0",-4,0
"1",2,84,1100,199.031,393,1,"0","1",-4,1
"1",2,85,1100,199.031,1588,0,"0","1",-4,0
"1",2,86,1100,199.031,861,1,"1","0",-4,1
"1",2,87,1100,199.031,732,0,"1","0",-4,0
"1",2,88,1100,199.031,456,1,"0","1",-4,1
"1",2,89,1100,199.031,544,0,"1","0",-4,0
"1",2,90,1100,199.031,885,1,"0","1",-4,1
"1",2,91,1100,199.031,755,1,"0","1",-4,0
"1",2,92,1100,199.031,822,1,"0","1",-4,1
"1",3,2,200,124.18,734,1,"0","1",-3,1
"1",3,3,200,124.18,1007,1,"1","1",-3,1
"1",3,4,200,124.18,718,0,"0","0",-3,-1
"1",3,5,200,124.18,663,0,"1","0",-3,0
"1",3,6,200,124.18,2067,1,"0","1",-3,1
"1",3,7,200,124.18,709,0,"1","1",-3,1
"1",3,8,200,124.18,1176,1,"0","0",-3,1
"1",3,9,200,124.18,615,0,"0","0",-3,-1
"1",3,10,200,124.18,1421,1,"1","1",-3,1
"1",3,11,200,124.18,922,0,"0","1",-3,0
"1",3,12,200,124.18,1004,1,"1","0",-3,1
"1",3,13,200,124.18,802,0,"0","0",-3,-1
"1",3,14,200,124.18,1320,1,"1","1",-3,1
"1",3,15,200,124.18,1273,1,"1","1",-3,1
"1",3,16,200,124.18,772,0,"0","0",-3,-1
"1",3,17,200,124.18,1100,0,"1","0",-3,0
"1",3,18,200,124.18,1166,1,"0","1",-3,1
"1",3,19,200,124.18,1141,0,"1","0",-3,0
"1",3,20,200,124.18,1230,1,"0","1",-3,1
"1",3,21,200,124.18,523,0,"0","0",-3,-1
"1",3,22,200,124.18,1645,1,"1","1",-3,1
"1",3,23,200,124.18,1561,1,"1","1",-3,1
"1",3,24,200,124.18,1752,0,"0","0",-3,-1
"1",3,25,200,124.18,1599,0,"1","0",-3,0
"1",3,26,200,124.18,1220,1,"0","1",-3,1
"1",3,27,200,124.18,1809,0,"1","1",-3,1
"1",3,28,200,124.18,1279,1,"0","0",-3,1
"1",3,29,200,124.18,618,0,"0","0",-3,-1
"1",3,30,200,124.18,1272,1,"1","1",-3,1
"1",3,31,200,124.18,1435,0,"1","0",-3,0
"1",3,32,200,124.18,1023,1,"0","1",-3,1
"1",3,33,200,124.18,1581,1,"1","1",-3,1
"1",3,34,200,124.18,667,0,"0","0",-3,-1
"1",3,35,200,124.18,1423,0,"0","0",-3,-1
"1",3,36,200,124.18,1732,1,"1","1",-3,1
"1",3,37,200,124.18,1004,0,"0","0",-3,-1
"1",3,38,200,124.18,1650,1,"1","1",-3,1
"1",3,39,200,124.18,685,0,"0","0",-3,-1
"1",3,40,200,124.18,1073,1,"1","1",-3,1
"1",3,41,200,124.18,1844,0,"0","1",-3,0
"1",3,42,200,124.18,3000,1,"1","0",-3,1
"1",3,43,200,124.18,1140,0,"0","1",-3,0
"1",3,44,200,124.18,1213,1,"1","0",-3,1
"1",3,45,200,124.18,1129,0,"0","0",-3,-1
"1",3,46,200,124.18,1186,1,"1","1",-3,1
"1",3,47,200,124.18,1568,0,"0","1",-3,0
"1",3,48,200,124.18,1231,1,"1","0",-3,1
"1",3,49,200,124.18,948,1,"1","1",-3,1
"1",3,52,200,124.18,768,0,"0","0",-3,-1
"1",3,53,200,124.18,872,0,"1","0",-3,0
"1",3,54,200,124.18,1219,1,"0","1",-3,1
"1",3,55,200,124.18,1169,0,"1","0",-3,0
"1",3,56,200,124.18,2248,1,"0","1",-3,1
"1",3,57,200,124.18,1603,0,"1","0",-3,0
"1",3,58,200,124.18,1024,1,"0","1",-3,1
"1",3,59,200,124.18,1030,0,"1","0",-3,0
"1",3,60,200,124.18,1394,1,"0","1",-3,1
"1",3,61,200,124.18,785,0,"0","0",-3,-1
"1",3,62,200,124.18,1280,1,"1","1",-3,1
"1",3,63,200,124.18,1402,0,"0","1",-3,0
"1",3,64,200,124.18,1376,1,"1","0",-3,1
"1",3,65,200,124.18,903,0,"0","0",-3,-1
"1",3,66,200,124.18,1521,1,"1","1",-3,1
"1",3,67,200,124.18,945,0,"0","1",-3,0
"1",3,68,200,124.18,2130,1,"1","0",-3,1
"1",3,69,200,124.18,753,1,"1","1",-3,1
"1",3,72,200,124.18,1393,1,"1","1",-3,1
"1",3,73,200,124.18,671,0,"0","0",-3,-1
"1",3,74,200,124.18,827,1,"1","1",-3,1
"1",3,75,200,124.18,1633,1,"1","1",-3,1
"1",3,76,200,124.18,677,0,"0","0",-3,-1
"1",3,77,200,124.18,881,0,"0","0",-3,-1
"1",3,78,200,124.18,1556,1,"1","1",-3,1
"1",3,79,200,124.18,1019,1,"1","1",-3,1
"1",3,80,200,124.18,617,0,"0","0",-3,-1
"1",3,81,200,124.18,1302,0,"1","0",-3,0
"1",3,82,200,124.18,1232,1,"0","1",-3,1
"1",3,83,200,124.18,1749,1,"1","1",-3,1
"1",3,84,200,124.18,780,0,"0","0",-3,-1
"1",3,85,200,124.18,1379,1,"1","1",-3,1
"1",3,86,200,124.18,1410,0,"0","0",-3,-1
"1",3,87,200,124.18,1616,1,"1","1",-3,1
"1",3,88,200,124.18,1133,0,"0","0",-3,-1
"1",4,2,200,163.975,723,0,"1","0",-2,1
"1",4,3,200,163.975,669,0,"1","0",-2,2
"1",4,4,200,163.975,2816,1,"0","1",-2,3
"1",4,5,200,163.975,556,0,"0","0",-2,-3
"1",4,6,200,163.975,645,0,"1","1",-2,-1
"1",4,7,200,163.975,770,0,"0","1",-2,0
"1",4,8,200,163.975,1290,0,"1","0",-2,1
"1",4,9,200,163.975,2628,0,"1","0",-2,2
"1",4,10,200,163.975,1728,1,"0","1",-2,3
"1",4,11,200,163.975,440,0,"0","0",-2,-3
"1",4,12,200,163.975,1117,0,"1","1",-2,-1
"1",4,13,200,163.975,1438,0,"1","0",-2,0
"1",4,14,200,163.975,1115,1,"0","1",-2,1
"1",4,15,200,163.975,548,0,"0","1",-2,0
"1",4,16,200,163.975,1605,1,"1","0",-2,1
"1",4,17,200,163.975,906,0,"0","0",-2,-1
"1",4,18,200,163.975,1780,1,"1","1",-2,1
"1",4,19,200,163.975,1754,0,"0","1",-2,0
"1",4,20,200,163.975,994,1,"1","0",-2,1
"1",4,21,200,163.975,881,0,"1","0",-2,0
"1",4,22,200,163.975,1011,1,"0","1",-2,1
"1",4,23,200,163.975,1722,1,"1","1",-2,1
"1",4,24,200,163.975,2410,0,"0","0",-2,-1
"1",4,25,200,163.975,1239,0,"1","0",-2,0
"1",4,26,200,163.975,1148,1,"0","1",-2,1
"1",4,27,200,163.975,884,1,"0","1",-2,0
"1",4,28,200,163.975,1487,1,"0","1",-2,1
"1",4,29,200,163.975,761,0,"1","0",-2,0
"1",4,30,200,163.975,1681,1,"0","1",-2,1
"1",4,31,200,163.975,499,0,"0","0",-2,-1
"1",4,32,200,163.975,1261,1,"1","1",-2,1
"1",4,33,200,163.975,1905,1,"1","0",-2,0
"1",4,34,200,163.975,1194,0,"1","0",-2,1
"1",4,35,200,163.975,1305,1,"0","0",-2,1
"1",4,36,200,163.975,1274,1,"1","1",-2,1
"1",4,37,200,163.975,1126,0,"1","0",-2,0
"1",4,38,200,163.975,855,1,"0","1",-2,1
"1",4,39,200,163.975,987,1,"0","1",-2,0
"1",4,40,200,163.975,2330,1,"0","1",-2,1
"1",4,41,200,163.975,1106,0,"1","1",-2,1
"1",4,42,200,163.975,1676,1,"0","0",-2,1
"1",4,43,200,163.975,2910,1,"1","1",-2,1
"1",4,44,200,163.975,839,0,"0","0",-2,-1
"1",4,45,200,163.975,1100,1,"1","1",-2,1
"1",4,46,200,163.975,1278,0,"0","0",-2,-1
"1",4,47,200,163.975,753,0,"0","0",-2,-1
"1",4,48,200,163.975,1985,1,"1","1",-2,1
"1",4,49,200,163.975,4679,1,"1","0",-2,0
"1",4,50,200,163.975,1838,1,"1","0",-2,1
"1",4,51,200,163.975,842,0,"1","0",-2,0
"1",4,52,200,163.975,991,1,"0","1",-2,1
"1",4,53,200,163.975,797,0,"1","0",-2,0
"1",4,54,200,163.975,708,1,"0","1",-2,1
"1",4,55,200,163.975,1150,0,"0","1",-2,0
"1",4,56,200,163.975,862,1,"1","0",-2,1
"1",4,57,200,163.975,1290,1,"0","0",-2,-1
"1",4,58,200,163.975,3340,1,"1","1",-2,3
"1",4,59,200,163.975,1859,1,"1","1",-2,-1
"1",4,60,200,163.975,1454,0,"0","0",-2,1
"1",4,61,200,163.975,2234,1,"1","1",-2,3
"1",4,66,200,163.975,744,0,"0","0",-2,-1
"1",4,67,200,163.975,993,0,"1","0",-2,0
"1",4,68,200,163.975,776,1,"0","1",-2,1
"1",4,69,200,163.975,959,0,"1","0",-2,0
"1",4,70,200,163.975,560,1,"0","1",-2,1
"1",4,71,200,163.975,688,0,"1","0",-2,0
"1",4,72,200,163.975,1602,1,"0","1",-2,1
"1",4,73,200,163.975,552,0,"0","0",-2,-1
"1",4,74,200,163.975,1032,1,"1","1",-2,1
"1",4,75,200,163.975,661,0,"1","0",-2,0
"1",4,76,200,163.975,833,1,"0","1",-2,1
"1",4,77,200,163.975,894,0,"1","1",-2,1
"1",4,78,200,163.975,1056,1,"0","0",-2,1
"1",4,79,200,163.975,348,0,"0","1",-2,0
"1",4,82,200,163.975,1175,1,"0","1",-2,1
"1",4,83,200,163.975,1775,1,"1","1",-2,1
"1",4,84,200,163.975,597,0,"0","0",-2,-1
"1",4,85,200,163.975,1740,0,"0","0",-2,-1
"1",4,86,200,163.975,1756,1,"1","1",-2,1
"1",4,87,200,163.975,659,0,"1","0",-2,0
"1",4,88,200,163.975,1455,1,"0","1",-2,1
"1",4,89,200,163.975,1131,0,"1","0",-2,0
"1",4,90,200,163.975,1987,1,"0","1",-2,1
"1",4,91,200,163.975,961,0,"0","0",-2,-1
"1",4,92,200,163.975,1145,1,"1","1",-2,1
"1",4,93,200,163.975,1017,0,"0","0",-2,-1
"1",4,94,200,163.975,1439,1,"1","1",-2,1
"1",4,95,200,163.975,1275,0,"1","0",-2,0
"1",4,96,200,163.975,1669,1,"0","1",-2,1
"1",4,97,200,163.975,1248,0,"0","0",-2,-1
"1",4,98,200,163.975,1516,1,"1","1",-2,1
"1",4,99,200,163.975,3213,1,"1","1",-2,1
"1",4,100,200,163.975,1425,0,"0","0",-2,-1
"1",4,101,200,163.975,1374,0,"1","0",-2,0
"1",4,102,200,163.975,1821,1,"0","1",-2,1
"1",4,103,200,163.975,1458,0,"1","0",-2,0
"1",4,104,200,163.975,2133,1,"0","1",-2,1
"1",4,105,200,163.975,789,0,"1","0",-2,0
"1",4,106,200,163.975,1148,1,"0","1",-2,1
"1",5,2,200,118.688,653,0,"0","1",-1,1
"1",5,3,200,118.688,1826,1,"1","1",-1,3
"1",5,4,200,118.688,918,0,"0","0",-1,-3
"1",5,5,200,118.688,560,0,"1","1",-1,-1
"1",5,6,200,118.688,624,0,"0","0",-1,-1
"1",5,7,200,118.688,782,0,"1","1",-1,1
"1",5,8,200,118.688,1709,1,"0","0",-1,1
"1",5,9,200,118.688,1382,1,"1","1",-1,1
"1",5,10,200,118.688,581,0,"0","0",-1,-1
"1",5,11,200,118.688,900,0,"1","0",-1,0
"1",5,12,200,118.688,982,1,"0","1",-1,1
"1",5,13,200,118.688,1021,1,"1","1",-1,1
"1",5,14,200,118.688,746,0,"0","0",-1,-1
"1",5,17,200,118.688,682,0,"0","0",-1,-1
"1",5,18,200,118.688,933,1,"1","1",-1,1
"1",5,19,200,118.688,925,1,"1","1",-1,1
"1",5,20,200,118.688,711,0,"0","0",-1,-1
"1",5,21,200,118.688,1065,1,"1","1",-1,1
"1",5,22,200,118.688,733,0,"0","0",-1,-1
"1",5,25,200,118.688,1497,0,"1","0",-1,0
"1",5,26,200,118.688,914,1,"0","1",-1,1
"1",5,27,200,118.688,563,0,"1","1",-1,1
"1",5,30,200,118.688,1909,0,"0","0",-1,-1
"1",5,31,200,118.688,1198,0,"1","0",-1,0
"1",5,32,200,118.688,1092,1,"0","1",-1,1
"1",5,33,200,118.688,863,0,"0","1",-1,0
"1",5,34,200,118.688,2107,1,"1","0",-1,1
"1",5,35,200,118.688,612,0,"0","0",-1,-1
"1",5,36,200,118.688,1745,1,"1","1",-1,1
"1",5,37,200,118.688,1121,1,"1","1",-1,1
"1",5,38,200,118.688,1058,0,"0","0",-1,-1
"1",5,39,200,118.688,1326,1,"1","1",-1,1
"1",5,40,200,118.688,2055,0,"0","0",-1,-1
"1",5,41,200,118.688,866,0,"1","0",-1,0
"1",5,42,200,118.688,1966,1,"0","1",-1,1
"1",5,43,200,118.688,644,0,"1","0",-1,0
"1",5,44,200,118.688,1673,1,"0","1",-1,1
"1",5,45,200,118.688,756,0,"0","0",-1,-1
"1",5,46,200,118.688,1172,0,"1","1",-1,1
"1",5,47,200,118.688,1082,1,"0","1",-1,2
"1",5,48,200,118.688,829,0,"0","1",-1,-1
"1",5,49,200,118.688,746,0,"1","0",-1,0
"1",5,50,200,118.688,2066,1,"0","1",-1,1
"1",5,51,200,118.688,781,0,"0","1",-1,0
"1",5,52,200,118.688,1436,1,"1","0",-1,1
"1",5,53,200,118.688,1080,0,"0","1",-1,0
"1",5,54,200,118.688,1563,1,"1","0",-1,1
"1",5,55,200,118.688,1786,0,"0","1",-1,0
"1",5,56,200,118.688,3016,1,"1","0",-1,1
"1",5,57,200,118.688,1243,1,"1","1",-1,1
"1",5,58,200,118.688,1008,0,"0","0",-1,-1
"1",5,59,200,118.688,902,0,"0","0",-1,-1
"1",5,60,200,118.688,1200,1,"1","1",-1,1
"1",5,61,200,118.688,702,0,"0","0",-1,-1
"1",5,62,200,118.688,1825,1,"1","1",-1,1
"1",5,63,200,118.688,1149,0,"0","1",-1,0
"1",5,64,200,118.688,1597,1,"1","0",-1,1
"1",5,65,200,118.688,1707,1,"0","1",-1,0
"1",5,66,200,118.688,2931,1,"0","1",-1,1
"1",5,67,200,118.688,722,0,"0","0",-1,-1
"1",5,68,200,118.688,1156,1,"1","1",-1,1
"1",5,69,200,118.688,3308,0,"1","0",-1,0
"1",5,70,200,118.688,980,1,"0","1",-1,1
"1",5,71,200,118.688,1146,0,"1","0",-1,0
"1",5,72,200,118.688,1826,1,"0","1",-1,1
"1",5,73,200,118.688,1151,0,"1","0",-1,0
"1",5,74,200,118.688,703,1,"0","1",-1,1
"1",5,75,200,118.688,937,1,"0","1",-1,0
"1",5,76,200,118.688,1986,1,"0","1",-1,1
"1",5,77,200,118.688,824,0,"0","0",-1,-1
"1",5,78,200,118.688,2750,1,"1","1",-1,1
"1",5,79,200,118.688,868,0,"0","1",-1,0
"1",5,80,200,118.688,4152,1,"1","0",-1,1
"1",6,2,1100,171.922,1323,1,"0","1",0,1
"1",6,3,1100,171.922,1399,1,"1","1",0,1
"1",6,4,1100,171.922,1152,0,"0","0",0,-1
"1",6,5,1100,171.922,914,1,"1","1",0,1
"1",6,6,1100,171.922,1327,0,"0","0",0,-1
"1",6,7,1100,171.922,275,0,"1","0",0,0
"1",6,8,1100,171.922,522,1,"0","1",0,1
"1",6,9,1100,171.922,399,0,"0","0",0,-1
"1",6,10,1100,171.922,417,1,"1","1",0,1
"1",6,11,1100,171.922,490,1,"1","1",0,1
"1",6,12,1100,171.922,433,0,"0","0",0,-1
"1",6,13,1100,171.922,569,0,"0","0",0,-1
"1",6,14,1100,171.922,644,1,"1","1",0,1
"1",6,15,1100,171.922,773,1,"1","1",0,1
"1",6,16,1100,171.922,767,0,"0","0",0,-1
"1",6,17,1100,171.922,594,0,"0","0",0,-1
"1",6,18,1100,171.922,588,1,"1","1",0,1
"1",6,19,1100,171.922,959,1,"1","1",0,1
"1",6,20,1100,171.922,842,0,"0","0",0,-1
"1",6,21,1100,171.922,498,0,"1","0",0,0
"1",6,22,1100,171.922,936,1,"0","1",0,1
"1",6,23,1100,171.922,644,0,"1","0",0,0
"1",6,24,1100,171.922,707,1,"0","1",0,1
"1",6,25,1100,171.922,1185,0,"0","0",0,-1
"1",6,26,1100,171.922,714,1,"1","1",0,1
"1",6,27,1100,171.922,583,1,"1","1",0,1
"1",6,28,1100,171.922,625,0,"0","0",0,-1
"1",6,29,1100,171.922,522,0,"1","0",0,0
"1",6,30,1100,171.922,415,1,"0","1",0,1
"1",6,31,1100,171.922,729,1,"1","1",0,1
"1",6,32,1100,171.922,821,0,"0","0",0,-1
"1",6,33,1100,171.922,493,0,"0","0",0,-1
"1",6,34,1100,171.922,1316,1,"1","1",0,1
"1",6,35,1100,171.922,1264,1,"1","0",0,0
"1",6,36,1100,171.922,1166,1,"1","0",0,1
"1",6,37,1100,171.922,745,1,"1","1",0,1
"1",6,38,1100,171.922,757,0,"0","0",0,-1
"1",6,39,1100,171.922,736,0,"0","0",0,-1
"1",6,40,1100,171.922,2444,1,"1","1",0,1
"1",6,41,1100,171.922,810,0,"1","0",0,0
"1",6,42,1100,171.922,636,1,"0","1",0,1
"1",6,43,1100,171.922,564,0,"1","0",0,0
"1",6,44,1100,171.922,1599,1,"0","1",0,1
"1",6,45,1100,171.922,1095,1,"1","1",0,1
"1",6,46,1100,171.922,501,0,"0","0",0,-1
"1",6,47,1100,171.922,442,1,"0","1",0,0
